"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-05",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-06",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-07",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-08",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-09",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-10",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-11",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-12",,,,,"3.8",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-13",,,,,"2.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-14",,,,,"2.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-15",,,,,"1.3",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-16",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-17",,,,,"12.7",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-18",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-19","    2",",,0","7.6",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-20",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-21",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-22","    3",",,0","7.6",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-23",,,,,"3.8",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-24",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-25",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-26",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-27",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-28",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-29",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-30",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-03-31",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-01","    9",",,0","0.8",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-02",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-03",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-04",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-05",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-06",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-07","    6",",,0","20.1",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-08",,,,,"1.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-09",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-10",,,,,"3.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-11",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-12",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-13",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-14",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-15",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-16",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-17",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-18",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-19",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-20",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-21","   11",",,0","12.4",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-22",,,,,"4.8",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-23",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-24",,,,,"27.9",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-25",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-26",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-27",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-28",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-29",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-04-30",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-01",,,,,"0.3",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-02",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-03",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-04",,,,,"0.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-05",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-06","    2",",,0","1.8",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-07",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-08",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-09",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-10",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-11",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-12",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-13",,,,,"0.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-14",,,,,"10.7",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-15",,,,,"2.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-16",,,,,"0.3",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-17",,,,,"0.8",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-18",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-19",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-20",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-21",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-22",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-23",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-24",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-25",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-26",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-27",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-28",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-29",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-30",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-05-31",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-01",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-02",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-03",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-04",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-05",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-06",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-07",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-08",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-09","    2",",,0","2.5",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-10",,,,,"2.8",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-11",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-12",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-13",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-14",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-15","    2",",,0","1.3",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-16",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-17",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-18",,,,,"2.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-19",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-20",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-21",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-22",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-23",,,,,"3.8",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-24",,,,,"25.1",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-25",,,,,"50.3",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-26",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-27","    2",",,0","7.4",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-28",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-29",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-06-30",,,,,"1.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-01",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-02",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-03",,,,,"9.7",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-04",,,,,"3.3",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-05",,,,,"5.3",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-06",,,,,"6.1",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-07",,,,,"2.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-08",,,,,"0.0",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-09",,,,,"2.5",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-10",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-11",,,,,,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-12","    3",",,0","34.8",",,0",,,"0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-13",,,,,"13.2",",,0","0.0","P,,0","0.0","P,,0"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2010-07-14",,,,,,,"0.0","P,,0","0.0","P,,0"
